wallet,credit_score,total_transactions,unique_assets,total_usd_volume,avg_transaction_size,median_transaction_size,deposit_ratio,borrow_ratio,repay_ratio,redeem_ratio,liquidation_ratio,activity_duration_days,transaction_frequency,consistent_usage,risk_indicators,diversification_score,leverage_indicator,repayment_behavior
0x0005696d4be2359526c497fe4a4c0620b41f2426,758.4491793399922,7,4,3261.789793995953,465.9699705708504,592.9530021211905,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,0.6429861111111111,7.0,0.0,0.0,0.9211854965885544,1.0,0.9986389552256583
0x000660cad76200a2e326f53e033919905e6c50f5,422.59556198966385,1,1,1.06485257555633,1.06485257555633,1.06485257555633,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,423.32721902006097,1,1,1.1536765310394421,1.1536765310394421,1.1536765310394421,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x00080000158a9930aeb508823103b0a977161c47,494.5027947582822,2,1,2.6175135989121427,1.3087567994560714,1.3087567994560714,1.0,0.0,0.0,0.0,0.0,9.988402777777777,0.2002322137478882,0.8508203286263047,0.0,0.0,0.8,0.8
0x00099b1263c22ae2ce0a52624cef2a012e751970,373.6911744054697,2,1,1.0581473433072288,0.5290736716536144,0.5290736716536144,1.0,0.0,0.0,0.0,0.0,7.811921296296297,0.2560189643677309,0.2929596312499497,0.0,0.0,0.8,0.8
0x0009ce45d5df78e632a0b4987079432dfba2253a,410.55470809522774,1,1,0.032446847156000054,0.032446847156000054,0.032446847156000054,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x000a27ba176083e4b50177378cbe7469a00dd557,661.1233707298644,12,2,875.3715109244685,72.94762591037237,73.47203551573614,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,33.186087962962965,0.361597305876863,0.0,0.0,1.0,1.0,0.9989993381399092
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,795.6694717818624,43,5,98339.74013006121,2286.970700699098,1931.1875853567697,0.4186046511627907,0.18604651162790697,0.11627906976744186,0.27906976744186046,0.0,25.913368055555555,1.6593751884283237,0.0,0.0,0.8661741265126319,1.0,0.9972013100944892
0x000ab43e658935ba39504a1424b01756c1e9644c,246.33799074420358,2,1,0.12501761732178365,0.06250880866089183,0.06250880866089183,0.5,0.5,0.0,0.0,0.0,0.0005092592592592592,2.0,0.4214580890456341,0.0,0.0,0.8,0.0
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,648.9293593957815,77,8,5133.313413438155,66.6664079667293,48.144283603912015,0.6363636363636364,0.0,0.0,0.36363636363636365,0.0,123.26833333333333,0.6246535336190695,0.0,0.0,0.7617568601988379,0.8,0.8
0x000c8e2871750f458bf1de8ab528dda09bc95db6,857.8707254388496,4,2,15694.71153018596,3923.67788254649,3923.67788254649,0.25,0.25,0.25,0.25,0.0,0.0006944444444444445,4.0,0.7001974255428287,0.0,1.0,0.8,1.0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,659.1889107672516,71,4,3778.810333645512,53.22268075557059,49.27858420337427,0.28169014084507044,0.28169014084507044,0.23943661971830985,0.19718309859154928,0.0,66.14396990740741,1.0734160664893622,0.0,0.0,0.9449493025681885,0.6,0.9680677719842231
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,604.1378176125122,6,2,362.5226473349763,60.420441222496045,68.47744826244305,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,30.66425925925926,0.1956675342871119,0.010077541320609895,0.0,0.9182958340544896,0.8,1.0
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,410.0211478397443,1,1,0.0012181088062153706,0.0012181088062153706,0.0012181088062153706,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,412.26408421854177,1,1,0.13920558505203293,0.13920558505203293,0.13920558505203293,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,534.5758470392987,8,3,2653.012138643948,331.6265173304935,251.8250782053924,0.125,0.375,0.25,0.25,0.0,80.57099537037037,0.09929131399240433,0.0,0.0,0.886859507142915,0.6,0.5679894581669326
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,628.089384022444,8,2,10583.566850931376,1322.945856366422,59.783304363818495,0.75,0.0,0.0,0.25,0.0,20.31818287037037,0.3937359975072501,0.0,0.0,0.954434002924965,0.8,0.8
0x000e840a3122ec28d0c29321db172375cb049762,638.3571847737661,10,2,1669.2976949558122,166.9297694955812,118.59066640821058,0.5,0.2,0.2,0.1,0.0,26.296134259259258,0.38028403344034695,0.0,0.0,0.9709505944546686,0.8,1.0
0x000e9bd1d42999446d60ff60f1fb3afb13604202,654.9177711197401,22,3,209.5228378512479,9.523765356874906,9.276106626948032,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.0,1.9734722222222223,11.147864029840242,0.0,0.0,0.8799053499499169,0.8,1.0
0x000eab293e332bd6e67018a9150e8807bfac3233,422.8660475553377,1,1,1.097254760600487,1.097254760600487,1.097254760600487,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,746.8293358194816,2,2,184.86625071871669,92.43312535935834,92.43312535935834,0.5,0.0,0.0,0.5,0.0,15.675266203703703,0.12758953972516562,0.9239270944174011,0.0,1.0,0.8,0.8
0x000f4432a40560bbff1b581a8b7aded8dab80026,763.5566956211172,25,4,113268.69772573536,4530.747909029415,3111.352148632864,0.28,0.24,0.12,0.36,0.0,18.144305555555555,1.3778427575226389,0.0,0.0,0.8013697697664152,1.0,0.9978640129046428
0x000f7f22bfc28d940d4b68e13213ab17cf107790,786.8838657310778,73,5,208853772.00850016,2861010.575458906,2343112.623816922,0.3561643835616438,0.2602739726027397,0.1780821917808219,0.2054794520547945,0.0,2.827002314814815,25.822405456637174,0.0,0.0,0.582976145271047,1.0,0.9971872197021039
0x000f908720f9ce164d90f4fc89459fab4442907f,707.1132915001596,96,2,6029.436886303261,62.80663423232564,50.01481865496906,0.3333333333333333,0.3125,0.17708333333333334,0.17708333333333334,0.0,1.3537152777777777,70.91594634108806,0.0,0.0,0.77655578544446,1.0,0.9970798631059193
0x000fbfec300959d0f2f327728a889c1f5de8e2df,574.758399387235,8,2,1237.1989241102751,154.6498655137844,139.6839556718298,0.375,0.125,0.125,0.375,0.0,8.035497685185184,0.9955823912126027,0.0,0.0,0.5435644431995964,0.8,0.9977814605134435
0x0011730224657eb527cf736039854c3a3f140e63,815.4173560506997,4,2,4504.053578690185,1126.0133946725462,1122.674780603796,0.25,0.25,0.25,0.25,0.0,0.0015972222222222223,4.0,0.5963467881697886,0.0,1.0,0.8,1.0
0x00120ea6fdbaf057eadc1bd149f957488444e92c,647.0828980396695,4,2,266.3452369015067,66.58630922537668,66.52275006227663,0.5,0.25,0.25,0.0,0.0,0.05458333333333333,4.0,0.0,0.0,1.0,0.8,1.0
0x0012668072f7e0579caf7e047713d8b6d476d0db,524.9128266744767,2,1,2.2961814875215225,1.1480907437607613,1.1480907437607613,1.0,0.0,0.0,0.0,0.0,2.7753703703703705,0.7206245412690998,0.9849306831275054,0.0,0.0,0.8,0.8
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,648.7435000855472,231,7,49958.46364067884,216.2704053709041,21.230856120794932,0.43722943722943725,0.1038961038961039,0.4025974025974026,0.047619047619047616,0.008658008658008658,62.002928240740744,3.7256304912421063,0.0,0.0,0.7602054015451832,1.0,0.29755837126890133
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,331.49912986886807,1,1,9.901298877476563,9.901298877476563,9.901298877476563,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.8
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,413.22852816893493,1,1,0.20424043145808832,0.20424043145808832,0.20424043145808832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,515.2054809915439,2,1,2.4353377818598245,1.2176688909299123,1.2176688909299123,1.0,0.0,0.0,0.0,0.0,6.0942592592592595,0.32817770214834846,0.9524246306928451,0.0,0.0,0.8,0.8
0x0014dfac19477a83d7354e6eaac28642c1959398,732.3074510801931,36,3,205895.21772241878,5719.311603400522,5371.9991540577985,0.2777777777777778,0.16666666666666666,0.25,0.3055555555555556,0.0,30.192581018518517,1.1923458937783267,0.0,0.0,0.9358932809493993,0.8,1.0
0x001589fe1923c2118f34e4277f2ef650fcbf0161,528.8078455501583,30,5,37536.24567686886,1251.2081892289618,709.9734582641065,0.6333333333333333,0.06666666666666667,0.0,0.3,0.0,132.77488425925927,0.22594634645978162,0.0,0.0,0.8237992398301476,0.8,0.0
0x00159370cbe576b765a7fb2e78582e0cb563d445,551.995125047097,19,5,7089.243954998326,373.11810289464876,294.6342386380008,0.5263157894736842,0.3684210526315789,0.0,0.10526315789473684,0.0,20.828761574074075,0.9122001772611211,0.0,0.0,0.9256445076245521,1.0,0.0
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,578.5940581224261,2,1,28.274280802842668,14.137140401421334,14.137140401421334,0.5,0.0,0.0,0.5,0.0,0.02034722222222222,2.0,0.9996730437467249,0.0,0.0,0.8,0.8
0x0016469a65facda9e86fd0ae0e9661128843c224,271.1984414642083,2,1,0.02534464451220498,0.01267232225610249,0.01267232225610249,0.5,0.5,0.0,0.0,0.0,0.0,2.0,0.5538182338423192,0.0,0.0,0.8,0.0
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,413.2027781513361,1,1,0.20245672002376752,0.20245672002376752,0.20245672002376752,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x00183135585d70a523d61b2e43037a7138b36906,624.2831400966149,54,6,14471.339341204903,267.9877655778686,199.9203877026998,0.2777777777777778,0.24074074074074073,0.18518518518518517,0.2962962962962963,0.0,57.14190972222222,0.945015668228527,0.0,0.0,0.7308237139741542,1.0,0.4439393841666598
0x00184e8aa1e95f491f2d9601e12b540092160ded,758.1583488821593,4,2,254.58101642760022,63.645254106900055,63.645254106900055,0.25,0.25,0.25,0.25,0.0,0.0008333333333333334,4.0,0.55928602581784,0.0,1.0,0.8,1.0
0x0018583d7654803d2c59467e10dec5f70bbe1851,522.2179821026953,72,3,0.0007214676583205847,1.0020384143341454e-05,1.001546036400114e-05,1.0,0.0,0.0,0.0,0.0,22.195231481481482,3.2439400355014527,0.0,0.0,0.9984403539315532,0.8,0.8
0x001875a076b3cfe1c9535d76b0345c16e3d61118,520.8680013421822,2,1,2.259609878203448,1.129804939101724,1.129804939101724,1.0,0.0,0.0,0.0,0.0,5.458935185185185,0.3663718165087819,0.9833882908339686,0.0,0.0,0.8,0.8
0x0018d044b946ede86b43bb3b964a45772a5abeb9,727.3898743842977,22,3,72719.534407416,3305.4333821552723,0.9078352484932549,0.4090909090909091,0.09090909090909091,0.09090909090909091,0.4090909090909091,0.0,53.29346064814815,0.412808621028525,0.0,0.0,0.9922150607220183,0.8,0.9998162329762535
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,349.1045273347934,5,3,441.60697163582824,88.32139432716565,79.00412443596895,0.0,0.2,0.4,0.4,0.0,14.21355324074074,0.35177692131678573,0.0,0.0,0.8649735207179273,-1.0,1.0
0x0019bd9f6142943f3a03a8a62d0001a95213f555,412.0709192812773,1,1,0.1266083922640406,0.1266083922640406,0.1266083922640406,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x001b024b98ee862aa01eea595c4c16a0213d2611,645.1950122454768,2,2,1400.0331206825315,700.0165603412657,700.0165603412657,0.5,0.5,0.0,0.0,0.0,0.0014351851851851852,2.0,0.7966853807855556,0.0,1.0,1.0,0.0
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,610.4684848122253,32,3,1210.3486955600652,37.823396736252036,30.017325090166786,0.3125,0.1875,0.21875,0.28125,0.0,23.079467592592593,1.3865137864042614,0.0,0.0,0.42181719939456,1.0,1.0
0x001bc97d92e1a30b02d4e75be25f06063555d556,741.1713917511867,45,4,323697.583748107,7193.279638846822,5014.935602693047,0.26666666666666666,0.2222222222222222,0.2,0.3111111111111111,0.0,9.53417824074074,4.719861414768748,0.0,0.0,0.6264851840233278,0.8,1.0
0x001be549fa377710b9e59d57bbdf593ce1e379ca,606.4754189409449,2,2,16.47047136709072,8.23523568354536,8.23523568354536,1.0,0.0,0.0,0.0,0.0,20.678125,0.09672056823333837,0.42908014174335407,0.0,1.0,0.8,0.8
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,550.2043940212664,2,2,1.822345610280172,0.911172805140086,0.911172805140086,1.0,0.0,0.0,0.0,0.0,9.698611111111111,0.2062150937992267,0.30058917657684714,0.0,1.0,0.8,0.8
0x001d2a3192a49e28cac0a7abcaa916648c62b982,426.3701996362874,1,1,1.5659901853326883,1.5659901853326883,1.5659901853326883,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,423.1660273755236,1,1,1.1337851305503868,1.1337851305503868,1.1337851305503868,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x001f96b7e19a54ae45f451b0148336504d03fdcf,442.95567619025377,1,1,5.666408226639781,5.666408226639781,5.666408226639781,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,545.6664867408593,6,2,1519.9071840150307,253.3178640025051,58.36142259508025,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,68.25821759259259,0.08790150419414296,0.0,0.0,0.6500224216483541,0.8,0.8
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,410.4052984288203,1,1,0.02360514637371101,0.02360514637371101,0.02360514637371101,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,490.0,1,1,2068000.9228473718,2068000.9228473718,2068000.9228473718,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.8
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,547.5931736263184,2,2,1.167477656127134,0.583738828063567,0.583738828063567,1.0,0.0,0.0,0.0,0.0,6.116898148148148,0.3269631031220435,0.3044267871433677,0.0,1.0,0.8,0.8
0x00222d56e0509a5e9ab05c588c548290a5e9f876,422.9358794889396,1,1,1.10570237623672,1.10570237623672,1.10570237623672,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x002379916ac42a432f3b53f16782d33267debb4c,423.60705897298385,1,1,1.1886507952922616,1.1886507952922616,1.1886507952922616,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,520.868296543958,2,1,2.259609878203448,1.129804939101724,1.129804939101724,1.0,0.0,0.0,0.0,0.0,5.45849537037037,0.36640133668635794,0.9833882908339686,0.0,0.0,0.8,0.8
0x0023d9ffe7d793895c5da5833d56c737832ead2b,521.228963747398,2,1,15.189578905507386,7.594789452753693,7.594789452753693,1.0,0.0,0.0,0.0,0.0,0.0008564814814814815,2.0,0.7642977081758503,0.0,0.0,0.8,0.8
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,441.4983663001176,1,1,5.129981410556754,5.129981410556754,5.129981410556754,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,539.1978879709587,2,1,3.1033054982620953,1.5516527491310477,1.5516527491310477,1.0,0.0,0.0,0.0,0.0,1.014375,1.9716574245224892,0.9747797981979798,0.0,0.0,0.8,0.8
0x0024461e7a8ce7157866eaa4c24b702d328250ce,410.2821777170719,1,1,1015.376097255415,1015.376097255415,1015.376097255415,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.8
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,410.44664093233183,1,1,0.026044090290244567,0.026044090290244567,0.026044090290244567,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x00246f7813397868b1beec56e1677efa47816dae,579.0926460590097,44,1,25729137.317581743,584753.1208541305,12060.363679605005,0.6818181818181818,0.20454545454545456,0.045454545454545456,0.06818181818181818,0.0,21.02681712962963,2.0925658756977557,0.0,0.0,0.0,1.0,0.9408349365101604
0x0025a856d01a898bd52286d56c52323b13937b65,412.30972421652706,1,1,0.1422024974218183,0.1422024974218183,0.1422024974218183,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x00261d225db379b3fc74cd0228d6f90582d39035,255.28588978463117,2,1,0.036953356055526604,0.018476678027763302,0.018476678027763302,0.5,0.5,0.0,0.0,0.0,0.0,2.0,0.4732776046199463,0.0,0.0,0.8,0.0
0x00262ffcfda82b5582d1905ca05b849f196b0419,623.9487542154936,10,2,316.6518196284602,31.66518196284602,26.364958884008278,0.4,0.3,0.1,0.2,0.0,3.7604166666666665,2.6592797783933517,0.0,0.0,0.7219280948873623,1.0,0.9949434414963442
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,412.6096118519247,1,1,0.16209142428199927,0.16209142428199927,0.16209142428199927,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,428.272788984677,1,1,1.8629892980475518,1.8629892980475518,1.8629892980475518,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,413.23358263544236,1,1,0.2045908664031135,0.2045908664031135,0.2045908664031135,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
0x002775390698ef16589bb22bba37ae7906ae2f36,536.7482134745096,30,5,207.36412089233085,6.9121373630776946,1.3418798264969427,0.5666666666666667,0.23333333333333334,0.16666666666666666,0.03333333333333333,0.0,20.264166666666668,1.480445778673356,0.0,0.0,0.8990178634752594,1.0,0.22169079322361124
0x0027c6cd01364a3c5d29f72269b36dfe85628193,428.4145671289984,1,1,1.8864509259060724,1.8864509259060724,1.8864509259060724,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.8
